id,text,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,LN11,LN12,LN13,LN14,LN15,LN16,LN17,LN18,LN19,LN20,LN21
2621,2003年12月19日，信达公司南宁办事处依法将以上债权转让给了广西黄金龙资产经营有限公司（以下简称黄金龙公司），被告仍未向黄金龙公司履行还款义务。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2622,2013年1月28日，黄金龙公司又依法将上述债权转让给了广西鸿达物业服务有限公司（以下简称鸿达公司），被告也未向鸿达公司履行还款义务。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2623,2013年7月10日，鸿达公司又将债权转让给了原告，但被告仍未向原告履行还款义务。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2624,为维护原告的合法权益，故诉至法院，请求判令：1.被告桂林市鞋帽厂偿还原告借款本金25万元及利息727974元（利息暂计至2013年7月22日，此后利息另计）；,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2625,2.被告桂林山美公司对桂林市鞋帽厂的上述债务承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,3.本案案件诉讼费由被告承担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2627,原告对其主张在举证期限内提交如下证据：1.原告的营业执照、组织机构代码、法定代表人证明书及二被告工商电脑咨询单、关于申请兼并桂林市鞋帽厂的报告、桂林市第二轻化工业局《关于同意桂林山美服装实业公司正式兼并桂林市鞋帽厂的批复》，证明原、被告主体情况；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2628,2.中国人民建设银行借款合同、企业流动资金借款凭证、抵押协议、贷款信用担保书、催还逾期贷款通知书及送达回执八份，证明被告向建行桂林分行借款的事实及银行催收的相关事实；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2629,3.中国建设银行桂林分行营业部与信达公司南宁办事处的债权转让协议、转让债权清单、广西政法报催收公告、法治快报催收公告及公证书两份，证明本案涉案债权已经依法由建行桂林分行转让给中国信达资产管理公司的事实；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2630,4.中国信达资产管理公司与黄金龙公司债权转让合同、公证书两份、报纸催收公告五份，证明本案涉案债权已经依法由信达公司转让给黄金龙公司以及相关债权催收的情况；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2631,5.黄金龙公司与鸿达公司债权转让合同、报纸催收公告两份，证明本案涉案债权由黄金龙公司转让给鸿达公司的事实；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2632,6.鸿达公司与原告债权转让合同、报纸催收公告，证明本案涉案债权由鸿达公司转让给原告的事实。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2633,被告桂林市鞋帽厂辩称，一、经核实我厂确有一笔25万元的贷款业务。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,但因当时的法定代表人已调离单位，接任的法定代表人及财务人员已经退休，我们无法核实当时建设银行将债权转让给中国信达资产管理公司是否与我厂协商，对于之后的转让更不知情。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2635,二、由于各种客观原因我厂没能按时履行还款的义务，1998年因经营不善我厂全面停产，职工除少数留守人员以外基本全部下岗，厂里因经济困难目前尚欠银行贷款本息300余万元无法偿还。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2636,根据《中华人民共和国民事诉讼法》的规定，当事人有答辩及对对方当事人提交的证据进行质证的权利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2637,本案被告桂林山美公司经本院合法传唤，无正当理由拒不到庭，视为其已放弃答辩和质证的权利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2638,被告桂林市鞋帽厂对原告提交证据的真实性均无异议，本院对上述证据的真实性予以确认。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2639,综合全案有效证据及庭审笔录，本院确认本案如下法律事实：1994年3月18日，建行桂林分行拟向被告桂林市鞋帽厂发放25万元特种贷款。,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,1994年3月22日，被告桂林市鞋帽厂作为甲方，建行桂林分行作为乙方签订了一份《借款合同》，约定甲方向乙方借款25万元用于周转；,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,借款期限一年，即从1994年3月22日至1995年3月21日；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2642,贷款利息自贷款和支用贷款之日起，以支用额按月息10.98‰计算，按季（或月）结息，甲方不按期归还贷款，逾期部分加收利息20%，不按规定用途使用贷款，挪用部分罚收利息50%，如乙方不能按时付息，挂账利息要计收复利；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2643,甲方保证按还款计划归还贷款本金，1994年8月归还8万元，1995年3月归还17万元，甲方保证按季付息；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2644,借款到期，甲方如不能按期偿还，由担保单位代为偿还；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2645,在本合同期内，甲方因事先承包、租赁、兼并等而变更经营方式的，必须通知乙方参与清产核资和承包、租赁、兼并合同的研究、签订的全过程，并根据国家有关规定落实债务、债权关系，等等。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2646,同日，被告桂林市鞋帽厂与建行桂林分行签订了一份《抵押协议》约定被告以其西四楼二层楼520㎡作为借款的抵押；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2647,被告桂林山美公司向建行桂林分行出具了一份《贷款信用担保书》，载明：“中国人民建设银行桂林分行：根据你行与桂林市鞋帽厂（单位）签订的贷款合同的要求，我方同意为借款方担保，即保证自愿为该项贷款提供下列担保条款：一、我单位保证借款方依约定归还贷款合同所借款项人民币贰拾伍万元正，以及此贷款所发生的利息和其他费用。,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2648,二、若借款方在约定的期限内不能按期归还贷款本息，我方愿代为借款方履行还款义务，并保证在接到建行还款通知之规定期限内带借款方偿还。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2649,如我单位不履行上述保证责任时，你行有权从我方的账户扣收和处理一切财产，直至还清全部本息和费用为止。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2650,三、本保证书在你行同意借款方延期还款时继续有效，但同意延期还款的协议应通知我方。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2651,四、我方保证借款方在发生关、停、并、转等情况下，都能代为偿还借款。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2652,同时不因我方的经办人或法定代表人调离和更换而影响此保证书的效力。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2653,五、本保证书自签发之日起生效，至还清全部借款本息和费用时自动失效……”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2654,上述协议签订后，建行桂林分行依约发放了贷款。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2655,还款期限届满后，被告桂林市鞋帽厂及桂林山美公司并未向建行桂林分行偿还贷款。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2656,建行桂林分行分别于1996年4月19日、1996年10月18日、1999年9月15日、1999年12月20日、2000年3月20日、2000年5月20日向被告桂林市鞋帽厂发出《催还逾期贷款本息通知书》，被告均在催款通知书上加盖公章。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,2000年6月29日，建行桂林分行营业部作为甲方与信达公司南宁办事处签订《债权转让协议》，约定：甲方将借款人桂林市鞋帽厂截止2000年6月20日的贷款债权本金25万元，表外应收利息172070.05元转让给乙方，其中表内应收利息由信达公司发行无担保债券收购，表外应收利息为无偿转让，上述债权转让后，乙方成为新的债权人，取代甲方的债权人地位；,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,甲方保证对所转让的债权及其从权利是真实、唯一和合法的，不会出现第三人对该债权的权属争议，保证所移交法律文书的真实、合法、有效，本协议签订后，甲方就转让行为通知到借款人和担保人，并负责收回回执的，以公告方式确认转让有效，等等。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2659,2001年9月18日，信达公司南宁办事处在《广西政法报》刊登了债权转让及催收公告，告知了债权转让的情况并要求被告桂林市鞋帽厂履行还款义务。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,2002年11月28日，信达公司南宁办事处在《广西政法报》上刊登了担保权利主张公告，告知了债权转让的情况并要求担保人桂林山美公司履行担保责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2661,2003年12月19日，信达公司南宁办事处与黄金龙公司签订一份《中国信达资产管理公司受托管理处置不良贷款债权转让合同》，约定信达公司南宁办事处将包括桂林市鞋帽厂在内的703户债务人项下的全部债权资产（包括本金、应收利息、催挂利息及孳生利息）转让给黄金龙公司。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2662,2004年8月31日，信达公司分别向被告桂林市鞋帽厂、桂林山美公司邮寄了《债权转让及催收通知书》、《担保权利转让及主张通知书》。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2663,2004年11月27日，信达公司及黄金龙公司分别向被告桂林市鞋帽厂、桂林山美公司邮寄了《债权转让及催收通知书》、《担保权利转让及主张通知书》。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,2005年2月24日，信达公司在报纸上刊登了《债权转让暨催收公告》，告知债权转让的情况并要求两被告履行还款义务。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,黄金龙公司分别于2007年2月16日、2009年1月22日、2011年1月20日、2013年1月17日在报纸上刊登了《债权催收公告》，要求两被告履行还款义务。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,2013年1月28日，黄金龙公司与鸿达物业公司签订了《债权转让合同》，约定黄金龙公司将包括桂林市鞋帽厂在内的664户的债权资产转让给鸿达物业公司。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2667,2013年2月21日，黄金龙公司与鸿达物业公司在《广西法治日报》上刊登了《债权转让通知暨催收联合公告》，告知债权转让的情况并要求两被告履行还款义务。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,2013年7月10日，鸿达物业公司与原告签订了《债权转让合同》，约定鸿达物业公司将桂林市鞋帽厂的债权及债权项下的全部权利转让给原告；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2669,债权总额截至2000年6月20日合计人民币422070.05元，其中本金250000元，利息172070.05元，利息计算至2000年6月20日，最终以法院确定为准，之后利息另计。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2670,2013年7月17日，鸿达物业公司与原告在《广西法治日报》上刊登了《债权转让通知暨催收公告》，告知债权转让的情况并要求两被告履行还款义务。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,两被告至今未偿还上述债务。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2672,同时查明，被告桂林山美公司于1992年12月25日向桂林市第二轻化工业局递交了一份《关于申请兼并桂林市鞋帽厂的报告》，申请兼并桂林市鞋帽厂。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2673,1992年12月18日，桂林市第二轻化工业局下发了《关于同意桂林市山美服装实业公司正式兼并桂林市鞋帽厂的批复》，载明：“桂林市山美服装实业公司：你公司申请兼并桂林市鞋帽厂的报告已悉。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2674,经过你公司近一年时间对鞋帽厂的代管整顿，生产经营管理已基本走上正轨。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2675,为更好地发展生产，经局研究决定同意你公司正式兼并桂林市鞋帽厂、兼并自1993年1月1日起执行。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2676,兼并后原桂林市鞋帽厂的人员、场地、厂房、设施及经营业务、债权债务全部由桂林市山美服装实业公司接收。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2677,此复”。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2678,1993年4月26日，桂林山美公司向桂林市工商行政管理局申请保留桂林市鞋帽厂的法人资格。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2679,桂林市第二轻化工业局在该报告上载明“同意保留鞋帽厂的法人资格，请工商局准予办理年检手续”。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2680,两被告至今未注销。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2681,综合诉辩双方的意见，本案争议的焦点主要是债权的转让对债务人及担保人是否有效的问题。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2682,围绕上述当事人争议的焦点，本院认为：被告桂林市鞋帽厂与建行桂林分行签订的借款合同，被告桂林山美公司出具的贷款担保书系双方的真实意思表示，未违反法律、法规的强制性规定，属于有效合同。,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2683,建行桂林分行已按约定向被告桂林市鞋帽厂发放了贷款，但还款期限届满后被告桂林市鞋帽厂未履行还款的义务，其行为已构成违约。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2684,《中华人民共和国合同法》第一百零七条规定：“当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2685,故被告桂林市鞋帽厂仍需承担继续履行、赔偿损失等违约责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2686,《中华人民共和国合同法》第七十九条规定：“债权人可以将合同的权利全部或者部分转让给第三人，但有下列情形之一的除外：（一）根据合同性质不得转让；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2687,（二）按照当事人约定不得转让；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2688,（三）依照法律规定不得转让。”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2689,未经通知，该转让对债务人不发生效力。”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2690,本案中被告与建行桂林分行签订的借款合同并未约定该债权不得转让，该债权亦不属于不得转让的合同权利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2691,本案讼争的债权进行了四次转让，每一次的转让，转让人与受让人通过邮寄债权转让通知及登报公告的形式通知了债务人，此通知方式并不被法律所禁止，故根据合同法的规定讼争债权的四次转让行为均为有效。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,被告桂林市鞋帽厂认为建行桂林分行将债权转让未经其同意，本院认为根据合同法的规定，债权的转让仅需通知债务人即可，而不必取得债务人的同意，故被告桂林市鞋帽厂的上述辩解理由缺乏法律依据，本院不予采信。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2693,被告桂林市鞋帽厂作为债务人其应当根据借款合同的相关约定向现债权人即原告履行还款义务并承担支付逾期利息的违约责任。,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2694,《中华人民共和国担保法》第二十二条规定：“保证期间，债权人依法将主债权转让给第三人的，保证人在原保证担保的范围内继续承担保证责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2695,保证合同另有约定的，按照约定。”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2696,因被告桂林山美公司与建行桂林分行的担保协议并未就债权的转让作出特别的约定，故被告桂林山美公司应在原保证担保的范围内继续承担保证责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2697,《中华人民共和国担保法》第十七条规定：“当事人在保证合同中约定，债务人不能履行债务时，由保证人承担保证责任的，为一般保证。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2698,一般保证的保证人在主合同纠纷未经审判或者仲裁，并就债务人财产依法强制执行仍不能履行债务前，对债权人可以拒绝承担保证责任。”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2699,被告桂林山美公司给建行桂林银行出具的担保书中明确了在借款方在约定的期限内不能按期归还贷款本息，其代为借款方履行还款义务，根据担保法的上述规定，被告桂林山美公司承担的应为一般保证责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700,《最高人民法院关于适用&lt；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2701,中华人民共和国担保法&gt；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2702,若干问题的解释》第三十六条规定：“一般保证中，主债务诉讼时效中断，保证债务诉讼时效中断；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2703,连带责任保证中，主债务诉讼时效中断，保证债务诉讼时效不中断”。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2704,还款期限届满后，建行桂林分行及债权受让人均向被告桂林市鞋帽厂主张了权利，诉讼时效发生中断，故被告桂林山美公司的保证债务诉讼时效亦发生中断。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705,被告桂林山美公司应当对被告桂林市鞋帽厂所负债务经强制执行后不能履行部分，承担清偿责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706,综上，依照《中华人民共和国合同法》第七十九条、第八十条、第一百零七条、第二百零六条、第二百零七条、《中华人民共和国担保法》第十七条、第二十二条、《最高人民法院关于适用&lt；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2707,若干问题的解释》第三十六条及《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708,一、被告桂林市鞋帽厂偿还原告贵港市龙达商务咨询有限公司借款本金人民币250000元及利息（利息计算，截止至2000年6月20日的利息为172070.05元；,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2709,此后的逾期罚息按月息10.98‰再上浮20%计付；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2710,对逾期未还的利息部分，按中国人民银行规定计收复利，上述利息计算至本案生效判决确定的履行期限届满之日止）；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2711,二、被告桂林山美服装实业公司对被告桂林市鞋帽厂上述所负的债务经强制执行后不能履行部分，承担清偿责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2712,本案案件受理费13580元，因适用简易程序减半收取6790元（原告已预交），由被告桂林市鞋帽厂、桂林山美服装实业公司负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2713,上述应付款项，义务人应于本案判决生效之日起十五日内履行完毕。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2714,权利人可在本案生效判决规定的履行期限届满之日起二年内，向本院申请执行。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2715,被告田伦、陈利军未向本院提交答辩意见。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2716,原告瑞华国银公司围绕其诉讼请求向本院提交了五组证据，十三被告未向本院提交证据。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2717,对于原告瑞华国银公司提交的证据，本院组织进行了质证，对当事人无异议的证据，本院予以确认并在卷佐证，对有争议的证据，本院认证如下：对原告瑞华国银公司提交的第四组证据、证据5－2，福星鸿泰公司、王曦阳、张祥成、张丽玲、张意平、陈育涛、盈华集团（香港）有限公司、湖北祥诚物资有限公司、上海显业金融信息服务有限公司、湖北鑫盛德隆商贸有限公司、湖北铁骥宝运工贸有限公司等十一被告对其真实性无异议，本院对其真实性予以确认。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2718,对证据5－1，经与原件核对无异，本院对其真实性予以确认。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2719,经审理查明，2014年9月26日，北街口支行与被告福星鸿泰公司签订了一份《流动资金借款合同》，约定北街口支行向被告福星鸿泰公司发放贷款2300万元，期限12个月；,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,借款利率以基准利率加浮动幅度确定，其中基准利率为合同生效日借款期限相对应档次的中国人民银行基准贷款利率，浮动幅度为上浮10%；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2721,借款自实际提款日起按日计息，按月结息；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2722,逾期罚息利率在原借款利率基础上加收50%确定；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2723,本合同项下借款担保为最高额担保，合同名称为《最高额抵押合同》，编号：18120211-2014年北街(抵)字0021号，担保人：张丽玲；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2724,借款人承诺承担贷款人为实现本合同项下债权而产生的费用，包括但不限于律师费、评估费、拍卖费等；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2725,借款人未按约定偿还融资本金或利息，视为违约，贷款人有权按照借款合同的约定采取相应措施；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2726,借款到期（含被宣布立即到期）借款人未按约偿还的，贷款人有权自逾期之日起按本合同约定的逾期罚息利率计算罚息，对借款人未按时支付的利息，按逾期罚息利率计收复利；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2727,借款人未按期偿还借款本金、利息（包括罚息和复利）或其他应付款项的，贷款人有权通过媒体进行公告催收；,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,贷款人有权将其在本合同项下的权利部分或全部转让给第三方，贷款人的转让行为无须获得借款人同意；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2729,贷款人或中国工商银行股份有限公司可根据经营管理需要授权或委托中国工商银行股份有限公司其他分支机构履行本合同项下权利义务，或将本合同项下贷款债权划归中国工商银行股份有限公司的其他分支承接并管理，借款人对此表示认可，贷款人上述行为无须再行征得借款人同意等内容。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2730,2014年9月29日，北街口支行依约发放了贷款人民币2300万元，标明借款利率为6.6%。,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,2014年4月1日，北街口支行与被告张丽玲签订了一份《最高额抵押合同》（编号：18120211-2014年北街(抵)字0021号），约定张丽玲以其所有的位于武汉市洪山区友谊大道508号时尚欧洲9栋/座18层的B1805、B1806、B1807、B1808、B1809、B18010室房屋及相应土地，为福星鸿泰公司于2014年4月1日至2017年3月31日期间，在北街口支行400万元额度内的贷款提供抵押担保，并依法办理了抵押登记。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2732,合同约定最高额抵押担保范围包括主债权本金、利息、复利、罚息、违约金、损害赔偿金、汇率损失以及实现抵押权的费用；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2733,抵押权人将主债权和最高额抵押权转让的，无需经抵押人同意，抵押人仍继续按本合同的约定履行担保责任等。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2734,"2015年3月25日,北街口支行与被告张丽玲签订了一份《<最高额抵押合同>补充协议书》，将原《最高额抵押合同》（编号：18120211-2014年北街(抵)字0021号）中约定的最高担保额度调整为800万元,但未办理抵押财产的变更登记。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2735,2013年3月28日，北街口支行与被告张丽玲、王曦阳签订了《最高额保证合同》，约定为被告福星鸿泰公司于2013年3月28日至2018年3月28日期间，在北街口支行26000万元最高余额内的贷款提供最高额保证担保。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2736,2013年9月7日，北街口支行与被告张丽玲、王曦阳又签订了《最高额保证合同》，约定为被告福星鸿泰公司于2013年9月7日至2018年9月6日期间，在北街口支行15000万元最高余额内的贷款提供最高额保证担保。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2737,2014年4月23日，北街口支行与被告陈育涛、田伦、陈利军分别签订了《最高额保证合同》，约定为被告福星鸿泰公司于2013年3月28日至2018年3月28日期间，在北街口支行26000万元最高余额内的贷款提供最高额保证担保。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2738,2014年9月26日，北街口支行与被告张丽玲、张意平、湖北铁骥宝运工贸有限公司分别签订《最高额保证合同》，约定为被告福星鸿泰公司于2014年9月26日至2019年9月25日期间，在北街口支行4600万元最高余额内的贷款提供最高额保证担保。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2739,2014年9月26日，北街口支行与被告王曦阳、张祥成、上海显业金融信息服务有限公司、盈华集团（香港）有限公司、湖北祥诚物资有限公司、湖北鑫盛德隆商贸有限公司分别签订《最高额保证合同》，约定为被告福星鸿泰公司于2014年9月26日至2019年9月25日期间，在北街口支行4700万元最高余额内的贷款提供最高额保证担保。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2740,上述《最高额保证合同》约定，保证方式为连带责任保证；,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2741,保证担保范围包括主债权本金、利息、复利、罚息、违约金、损害赔偿金、汇率损失以及实现债权的费用；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2742,债权人将主债权转让给第三人的，无需经保证人同意，保证人继续履行其在本合同项下的保证责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2743,贷款发放后，被告福星鸿泰公司未按合同约定履行还款义务，北街口支行向本案各被告发出催收通知，但本案各被告仍未按合同约定履行相应的义务，北街口支行遂根据合同约定宣布贷款于2015年5月13日提前到期。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,截至2015年11月20日，原告瑞华国银公司自认被告福星鸿泰公司清偿利息469983.34元和罚息69.58元。,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
